"","numf","numm"
"198",2.33333333333333,2.33333333333333
"199",2,2
"200",2,4
"201",5.83333333333333,11.6666666666667
"202",2.54545454545455,4.66666666666667
"203",1.5,3.75
"204",2.64285714285714,5.28571428571429
"205",2.75,7.33333333333333
"206",1.71428571428571,4.8
"207",4.36363636363636,6.85714285714286
"208",4.94444444444444,12.7142857142857
"209",1.3,6.5
"210",3.2,2
"211",2.45454545454545,4.5
"212",1.5,7.5
"213",3.85714285714286,13.5
"214",3.76470588235294,12.8
"215",1.90909090909091,7
"216",4.76190476190476,12.5
"217",1,6
"218",2.28571428571429,4
"219",1.375,5.5
"220",1.33333333333333,1.33333333333333
"221",2.46666666666667,4.625
"222",1.57142857142857,3.66666666666667
"223",1.33333333333333,6
"224",3.75,6
"225",1.57142857142857,2.75
"226",3.35294117647059,6.33333333333333
"227",1.77777777777778,3.2
"228",2.14285714285714,3
"229",1.14285714285714,2.66666666666667
"230",2.44444444444444,7.33333333333333
"231",2.375,3.8
"232",3.92857142857143,13.75
"233",4.71428571428571,12.375
"234",2.14285714285714,2.5
"235",2.10526315789474,10
"236",1.55555555555556,4.66666666666667
"237",5.47058823529412,9.3
"238",1.33333333333333,6
"239",2.36363636363636,5.2
"240",3,3
"241",4.5,13.5
"242",2.8125,9
"243",1.28571428571429,3
"244",3.33333333333333,2.85714285714286
"245",1.68421052631579,8
"246",4.71428571428571,12.375
"247",2.66666666666667,1.6
"248",2,2.5
"249",2.17647058823529,6.16666666666667
"250",3.92857142857143,13.75
"251",3.14285714285714,3.14285714285714
"252",1,1
"253",2.61111111111111,6.71428571428571
"254",1,4
"255",1.57142857142857,3.66666666666667
"256",2.375,6.33333333333333
"257",1.33333333333333,2.66666666666667
"258",2.57142857142857,6.75
"259",1.91666666666667,5.75
"260",0,0
"261",1.5,4.5
"262",2.11764705882353,7.2
"263",1.64705882352941,5.6
"264",2,4.4
"265",2.25,4.5
"266",1.3,6.5
"267",2.47826086956522,8.14285714285714
"268",0,0
"269",2.38095238095238,7.14285714285714
"270",1.55555555555556,3.5
"271",1.8,3.6
"272",1.94444444444444,8.75
"273",2.57142857142857,3
"274",2.54545454545455,8
"275",5.47368421052632,9.45454545454546
"276",1,9
"277",1.3,6.5
"278",1.55555555555556,4.66666666666667
"279",2.38095238095238,7.14285714285714
"280",2,9
"281",1,1
"282",1.66666666666667,6.66666666666667
"283",5.77777777777778,13
"284",1.125,3
"285",4.5625,12.1666666666667
"286",4,12
"287",1.66666666666667,2.5
"288",4,6.66666666666667
"289",2.78571428571429,5.57142857142857
"290",2.7,5.4
"291",3.33333333333333,2.22222222222222
"292",2.92857142857143,8.2
"293",2.5,2.5
"294",1.4,2.33333333333333
"295",1.76923076923077,7.66666666666667
"296",2.57142857142857,3.6
"297",2.13333333333333,8
"298",1.28571428571429,3
"299",1.77777777777778,3.2
"300",1.3,6.5
"301",1.5,5
"302",1.33333333333333,1.33333333333333
"303",1,9
"304",3,8.5
"305",1.8,2.25
"306",3.23529411764706,9.16666666666667
"307",1.375,3.66666666666667
"308",2.85714285714286,3.33333333333333
"309",2.54545454545455,7
"310",2.22727272727273,9.8
"311",1.66666666666667,5
"312",1.5,3
"313",1.25,1.66666666666667
"314",3.05882352941176,8.66666666666667
"315",1.69230769230769,5.5
"316",1,2
"317",2.375,3.8
"318",4.46666666666667,11.1666666666667
"319",1.66666666666667,5
"320",2.81818181818182,5.16666666666667
"321",3.75,6
"322",1.61538461538462,7
"323",2.71428571428571,4.75
"324",2.5,3
"325",1.88888888888889,5.66666666666667
"326",1.27272727272727,7
"327",3.90909090909091,7.16666666666667
"328",2.57142857142857,3
"329",2.68421052631579,6.375
"330",1.5,1.5
"331",1,7
"332",1.375,3.66666666666667
"333",1.33333333333333,1.33333333333333
"334",2.5,3
"335",1,1
"336",1.63636363636364,9
"337",1.25,1.66666666666667
"338",1.3,6.5
"339",4.41176470588235,12.5
"340",1.27272727272727,7
"341",3.88888888888889,5.83333333333333
"342",2.28571428571429,4
"343",2.64285714285714,6.16666666666667
"344",1.35714285714286,9.5
"345",1.25,1.66666666666667
"346",1.91666666666667,5.75
"347",2.66666666666667,3.2
"348",1.66666666666667,5
"349",5.47368421052632,11.5555555555556
"350",1.38461538461538,6
"351",1.375,3.66666666666667
"352",4.4,11
"353",2.16666666666667,6.5
"354",1.13333333333333,5.66666666666667
"355",3.5,3
"356",1.58333333333333,9.5
"357",1.375,3.66666666666667
"358",1.33333333333333,2
"359",2.75,7.33333333333333
"360",1.52941176470588,5.2
"361",1,9
"362",1.88888888888889,5.66666666666667
"363",1.28571428571429,4.5
"364",1.9,3.8
"365",2.57142857142857,7.2
"366",1,2
"367",3.5,3
"368",3.68181818181818,9
"369",1.58333333333333,6.33333333333333
"370",1,12
"371",3.42857142857143,4.8
"372",1.5,4.5
"373",2.42857142857143,3.4
"374",4.68421052631579,8.9
"375",4,7.5
"376",6.16666666666667,10.0909090909091
"377",0,0
"378",1.33333333333333,1.33333333333333
"379",3.44444444444444,4.42857142857143
"380",4.71428571428571,12.375
"381",1.84615384615385,6
"382",1.41666666666667,8.5
"383",1.27272727272727,7
"384",1.375,5.5
"385",4.63157894736842,11
"386",1.3,6.5
"387",1.5,3
"388",3.1,6.88888888888889
"389",2.33333333333333,5.6
"390",1,7
"391",2.85714285714286,2.85714285714286
"392",2.5,2.5
"393",1.4,2.33333333333333
"394",1,6
"395",1.45454545454545,8
"396",3.4,2.42857142857143
"397",3,3.5
"398",3.16666666666667,5.42857142857143
"399",1.5,4.5
"400",1.61538461538462,5.25
"401",3.13333333333333,7.83333333333333
"402",1,6
"403",2.5,2.5
"404",0,0
