"","numf","numm"
"1",2.48780487804878,3.09090909090909
"2",2.44186046511628,3
"3",2.3695652173913,3.02777777777778
"4",2.56521739130435,3.18918918918919
"5",2.65957446808511,3.28947368421053
"6",2.625,3.31578947368421
"7",2.63461538461538,3.51282051282051
"8",2.67924528301887,3.64102564102564
"9",2.67857142857143,3.65853658536585
"10",2.75862068965517,3.80952380952381
"11",2.67213114754098,3.7906976744186
"12",2.71666666666667,3.7906976744186
"13",2.74193548387097,3.95348837209302
"14",2.63492063492063,3.77272727272727
"15",2.63076923076923,3.8
"16",2.6,3.75555555555556
"17",2.73015873015873,3.82222222222222
"18",2.69354838709677,3.6304347826087
"19",2.65079365079365,3.6304347826087
"20",2.60606060606061,3.65957446808511
"21",2.734375,3.64583333333333
"22",2.74285714285714,3.91836734693878
"23",2.87323943661972,4
"24",2.94444444444444,4.07692307692308
"25",3.08219178082192,4.24528301886792
"26",3.21333333333333,4.46296296296296
"27",3.25,4.57407407407407
"28",3.26315789473684,4.59259259259259
"29",3.29333333333333,4.57407407407407
"30",3.34210526315789,4.7037037037037
"31",3.25974025974026,4.73584905660377
"32",3.29166666666667,4.55769230769231
"33",3.3943661971831,4.54716981132075
"34",3.55072463768116,4.62264150943396
"35",3.33333333333333,4.69387755102041
"36",3.46376811594203,4.59615384615385
"37",3.47142857142857,4.58490566037736
"38",3.63636363636364,4.61538461538461
"39",3.65151515151515,4.63461538461539
"40",3.73134328358209,4.71698113207547
"41",3.91304347826087,5
"42",4.07042253521127,5.35185185185185
"43",4.56944444444444,5.875
"44",4.66666666666667,6
"45",4.70833333333333,6.05357142857143
"46",4.83098591549296,6.125
"47",4.72602739726027,6.05263157894737
"48",4.75342465753425,5.98275862068965
"49",4.85333333333333,6.27586206896552
"50",4.93150684931507,6.20689655172414
"51",4.91666666666667,6
"52",4.81159420289855,5.82456140350877
"53",4.80882352941176,5.83928571428571
"54",4.86567164179105,6.03703703703704
"55",4.67164179104478,5.90566037735849
